lr_path,caption
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_108_20231205.png,"a satellite image of the farmland with wheat fields, corn fields, pastures and pastures"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_108_20231208.png,satellite images of a field of crops and farmland showing rural and rural areas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_108_20231210.png,a satellite image of the southeastern part of california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_108_20231220.png,a satellite image showing the land of a farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20210228.png,a satellite image of the sloan valley and surrounding area a satellite image of the valley of sloan valley is shown
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20210407.png,"a view of an area of land, with a green grass and trees in the foreground"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20210419.png,it's a satellite image of a large agricultural field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20210517.png,a satellite image of a ranch and the surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20210527.png,"a satellite image of a large farm field with trees and grass, surrounded by farmland"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20210623.png,satellite image of a green field with trees and grasslands
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20210701.png,it shows the area where the land is divided into a series of strips or ras
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211006.png,a satellite image of a rural area with fields and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211011.png,a satellite image of a rural area of the united states showing a large field and two large hills
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211014.png,"saskatchewan county , kansas, u saskatchewan county, kansas, usa"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211016.png,a satellite image reveals a large cropland in the middle of a large farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211029.png,a satellite image of a field with a few trees in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211031.png,satellite view of a farmland in central alaska
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211105.png,this image shows a small rural town with a large rural area in the middle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211108.png,a satellite image showing a farm with a field in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211110.png,"satellite image of a farmland area of santa rosa county, california , seen from a spacecraft"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211115.png,"the image shows a large farm, a small ranch, and a small town"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211118.png,"satellite image of a farm, a farm field and a building"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20211125.png,a satellite image of a farm and the surrounding land surrounded by trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220211.png,a satellite image shows an area of farmland with a large field and a few small buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220213.png,a satellite image of the area and a satellite image of the surrounding area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220221.png,a satellite image shows a field of crops
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220310.png,satellite images of farms in oklahoma state
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220318.png,it shows a large field with a small lake on it
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220320.png,satellite image showing a farmland in central kentucky
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220323.png,a satellite image of a farmland area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220330.png,a satellite image of a farm field in the land of sand / clay
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220407.png,a satellite image of a prairie in south-central texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220424.png,"a map of the south central pacific island illustrating the polar ice sheet, as seen from earth orbit ."
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220427.png,"a satellite image of a farm with wheat, grain and corn"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220502.png,the raster image is a spherical image of the earth that contains a very large area of land
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220514.png,the image was taken with a satellite imager
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220519.png,a satellite image of a farm and field with trees and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220601.png,a satellite image shows the earth's surface from space and a satellite image shows the earth's surface from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20220606.png,saskatchewan valley from orbit in space satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20221016.png,satellite image of a field in an area of grassland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20221024.png,satellite image of a wildfire in oklahoma county jpg
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20221026.png,"irs, a map of the earth in space, a sasaqua valley, california, showing the sasaqua valley and surrounding lands"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20221029.png,satellite image of a rural farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20221123.png,image of the upper part of a square acre field in the western corner of a field containing rows of crops
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20221130.png,"a satellite image of a swath of land, showing a field with a field of crops"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20221218.png,a satellite image of the area surrounding an area of land with a green grassy area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20230122.png,a satellite image of a farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20230226.png,it shows a large farm in the middle of a field with many other crops and trees in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20230305.png,a satellite image of an area of land with green fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20230310.png,a satellite image of a farm in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20230412.png,satellite image of a farmland in the southeastern part of the state of oklahoma
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20230417.png,a satellite image of a farm field with two crops and a grain field with many trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231004.png,aerial image of land and vegetation of a farm field viewed from a satellite
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231006.png,it's a satellite image of the saline water reservoir in a large inland saline reservoir in central california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231011.png,a satellite image of a farm field showing crops and the surrounding area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231019.png,satellite image of a farm field showing a hilly field and green grass
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231024.png,"image of a rural area, with a few green houses and a grassy field"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231026.png,a satellite image of a farmland area in south texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231029.png,the satellite image shows a large area of land that looks like a rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231031.png,"a satellite image of an agricultural field, viewed from above and from the ground"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231105.png,a satellite image of a farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231120.png,the satellite is viewed from the south and shows the areas where land is being developed for agriculture
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231205.png,aerial image of cornfields in calif
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231208.png,a satellite image of a large area of farmland viewed from above
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231210.png,"a green field with trees, a yellow field with grass and trees, and a brown field with green trees and grass"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_109_20231220.png,"satellite b satellite image of the prairie in color, courtesy of nasa satellite image archive"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20210228.png,a satellite image of a city and a mountain in a distant image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20210407.png,satellite satellite image of a city in india
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20210419.png,"it is a satellite image of a rural area, and is used to show the size, shape and location of an object"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20210517.png,a satellite image of a town and the surrounding countryside viewed from the air
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20210527.png,satellite image of oklahoma city shows downtown buildings and a church
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20210623.png,a satellite image shows a city in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20210701.png,satellite image of a village in the south of egypt
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211006.png,satellite image of an urban town from a satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211011.png,a satellite image of a small village with green fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211014.png,a satellite image of a village in a country with a few small buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211016.png,satellite image of a city from satellite image of a city in a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211029.png,a satellite image of a city from a satellite
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211031.png,a satellite image of a city from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211105.png,a satellite image of a village
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211108.png,"satellite photo of the city of guadalajara, mexico"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211110.png,satellite image of a village a city in the karakoras district of karnataka
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211115.png,the satellite image shows a hilly landscape with a few trees and a village with a few houses
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211118.png,a satolite in the upper left-hand corner of the image shows a satolite surrounded by a few smaller satolites extending from the ground
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20211125.png,it is a satellite image of a rural area from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220211.png,the image shows a city in a green field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220213.png,"a view from above, above the horizon"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220221.png,"the satellite image of a township in the state of michigan, united states, a satellite image of a township in the state of michigan"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220310.png,"a satellite image of a city, with a green field in the middle"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220318.png,a view of a city from space a satellite photo of a city seen from the spacecraft
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220320.png,a satellite image of a small town in the u.s.
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220323.png,a view from the nasa spacecraft iras orbits the earth from a spacecraft
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220330.png,a satellite image of a city and surrounding area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220407.png,satellite image from msat of a small town and a ridge of trees in a rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220424.png,a satellite image of a town and several large buildings surrounded by fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220427.png,a satellite image of a small town
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220502.png,satellite image of a city from the orbit of venus
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220514.png,satellite image of a city on a deserted island
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220519.png,it is a satellite image taken by the european space agency and used to help develop a technique to explore the dark interior of our solar system
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220601.png,satellite image of a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20220606.png,a satellite image of the asian city of guangzhou in a county of guangdong province in southeastern china
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20221016.png,a satellite image of a village near the earth s equatorial
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20221024.png,"a satellite image of the switzerland town of brussels, as seen from orbit"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20221026.png,"a satellite image of a village in the province of alabama, taken from the satellite image of the image below"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20221029.png,"saatpur, jharkhand, india saatpur city on the saatpur map courtesy of saatpur map data"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20221123.png,"satellite images of satpura village, india"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20221130.png,"teheran, uzbekistan - satellite view - satellite image satellite view of teheran, uzbekistan - satellite image satellite view of teheran, uzbekistan - satellite image satellite view of teheran, uzbekistan"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20221218.png,the image shows a town surrounded by green fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20230122.png,a satellite image of a town or city surrounded by green countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20230226.png,the satellite images reveal the city and surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20230305.png,"satellite image of a city, argentina"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20230310.png,a satellite image of a city from the earth is visible to the left and a city in the middle of the frame
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20230412.png,a satellite image shows a farm with a city in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20230417.png,a satellite image shows a township in the western part of the township
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231004.png,a satellite image of a village in southern korea
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231006.png,"a satellite image shows an empty town, satellite image satellite image of a city, satellite image of a city"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231011.png,a satellite image of a city with a city surrounded by fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231019.png,a satellite image of a village
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231024.png,a satellite image of a small village in southern india with a few houses and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231026.png,the town is shown in the right image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231029.png,"a satellite view of an urban area from space shows a city, and a few other buildings surrounded by green fields"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231031.png,the satellite image is shown as a map
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231105.png,satellite image of village in swazilandia
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231120.png,satellite image of gujarat viewed from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231205.png,a satellite image shows the town of lagos in a satellite image from the nasa space telescope
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231208.png,"a satellite image of a village in karachi province, pakistan"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231210.png,a satellite image shows the town of rincon with a small cluster of houses
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_110_20231220.png,a satellite image of the city of cairo in safrica
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20210228.png,"savannah, new york, usa satellite image courtesy savannah county government satellite image"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20210407.png,a satellite view of the town of tudor a satellite view of the town of tudor
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20210419.png,a satellite image of a farm in the middle of a small countryside area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20210517.png,it shows a large red house on a farm field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20210527.png,"a satellite image of a city with a small airplane flying over it, a satellite image of a city with a small airplane flying over it, and the airport viewed from the ground"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20210623.png,satellite image of a city in saharan desert
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20210701.png,a satellite image of a desert ranch in texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211006.png,satellite image of a small village in a farming field in the korean peninsula
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211011.png,"a satellite image of a farm, a road and several buildings"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211014.png,satellite image of a small village in the northeastern part of the state of ohio
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211016.png,"it is a satellite image of a rural area with a house, a large building, and a field with crops"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211029.png,"a red building is seen on the left, a blue farmhouse on the right, and a farmstead on the left"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211031.png,it is a satellite image of a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211105.png,satellite image of a small village in a province of india
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211108.png,a field with green hills
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211110.png,a satellite image of a pond with an old farm and a building in the middle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211115.png,the image shows a rural countryside in which the houses are surrounded by fields and fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211118.png,a satellite image of a village with a granary
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20211125.png,an image of the earth's surface as seen from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220211.png,a view of the land surrounding a house
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220213.png,"a satellite image shows the ruins of a colossal, syrian-built monastery necropolis, a town in the middle of a syrian - populated lands"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220221.png,"the image shows a red building, a red house, a red brick house and a red brick house"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220310.png,the red building is on the map in the middle of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220318.png,"a satellite image of a small town in the south of the united states shows an unidentified large structure that has been located in the vicinity of a small rural village santa rosa latina, chile"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220320.png,a house in a field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220323.png,"satellite image of an area with a residential area, a farm, and trees"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220330.png,a satellite image shows the red building in the center of a white field with a white tree in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220407.png,a farmland with a red barn and yellow tree is shown in the distance a small green house appears in the middle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220424.png,"it is a satellite image of a small town in the southwestern corner of the country,"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220427.png,a satellite image of an agricultural field and farmland a satellite image of an agricultural field and farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220502.png,satellite image of the town of santa teresa san marco santa teresa a p n e c s a b e d c e c s a b e d e c s a e d e c s a b
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220514.png,satellite image of a field and field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220519.png,a red dot with a yellow outline surrounded by orange dotted lines
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220601.png,"satellites, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images, satellite images"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20220606.png,a red building sits on a grassy field in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20221016.png,a red field in a brown field is shown as a white field in the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20221024.png,in the satellite image the object is visible to the naked eye a satellite image of an earth surface
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20221026.png,a satellite image of a san diego area showing the city and surrounding area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20221029.png,"a satellite photo shows a farm with a house, trees, and a barn with cattle"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20221123.png,a satellite image reveals a city with a city center and a paved road
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20221130.png,a satellite image of a farm with crops and houses
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20221218.png,"satellite image of swedish village, hamburgo, swaziland"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20230122.png,it reveals the structure of a large building and a ridge between two hills
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20230226.png,"a satellite image of a large building in a city, with a large grassy field and a green grassy field in the background"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20230305.png,"the satellite image shows a large rural area, with a farm, a field and a city on the horizon"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20230310.png,satellite image of a farmstead and a house in the woods courtesy NASA
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20230412.png,satellite image of a rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20230417.png,a satellite image of a satellite
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231004.png,a satellite image of a farm field and a house
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231006.png,"in a satellite image, the image shows a small village and a large farm"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231011.png,the image was taken from spacecraft
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231019.png,"satellite image of a san andreas, april 2011"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231024.png,satellite image of the ruins of a mosque in a village in pakistan c
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231026.png,a small town is visible in the middle of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231029.png,a satellite image of a city in a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231031.png,satellite images of the earth satellite image of a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231105.png,satellite image of the santa monica
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231120.png,the land is divided by a small creek
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231205.png,a building on a green field near a field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231208.png,"the image shows a red square, with the buildings in the foreground"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231210.png,"aerial photo of a hut in a tudor village in northern hudson county, new york"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_111_20231220.png,a satellite image of the earth's orbit
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20210228.png,a satellite image of an area a large city is shown below
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20210407.png,a satellite image shows a town with a small road in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20210419.png,"it shows the urban area of a city, a city which is located on a plate"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20210517.png,a satellite image of a town in a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20210527.png,it shows the view of a city area and several villages
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20210623.png,a city surrounded by a large swath of green land
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20210701.png,a satellite image of an area near the outskirts of a city and a nearby field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211006.png,"a satellite image of a town, a city, and several rural roads"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211011.png,"satellite image of the city of cairo, sweden"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211014.png,"a satellite image of a town, a city, and a road"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211016.png,"satellite image of the city of nye, czech republic"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211029.png,a cylindrical satellite image of the earth
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211031.png,a satellite image of a city street and some buildings in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211105.png,a populated city scene
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211108.png,a satellite image of a city viewed over the valley
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211110.png,"a city street, a city, and a country road in the distance"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211115.png,a satellite image shows a view of an area of land with lots of trees and crops
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211118.png,a satellite view of a city with a large population
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20211125.png,a satellite image of a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220211.png,the image shows a city in the middle of a green field and a rural area in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220213.png,"a city with a large city center, a city with a large city center, and a city with a large city center, a city center, and a city center"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220221.png,it shows a view of a populated area in a country in view from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220310.png,the satellite image was taken in space from a spacecraft and viewed from the spacecraft's horizon
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220318.png,"view from the spacecraft, in space"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220320.png,as seen from earth orbit i b satellite image - satellite image courtesy nasa
